Field Name,Field Alias,Domain Name,Domain Description,Domain Type,Option Name,Option Code,Min Value,Max Value
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2931 - Minot AF Missile Site I4 Site 1,2931,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2932 - Minot AF Missile Site I5 Site 1,2932,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2933 - Minot AF Missile Site I6 Site 1,2933,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2934 - Minot AF Missile Site I7 Site 1,2934,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2935 - Minot AF Missile Site I8 Site 1,2935,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2936 - Minot AF Missile Site I9 Site 1,2936,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2937 - Minot AF Missile Site I10 Site 1,2937,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2938 - Minot AF Missile Site I11 Site 1,2938,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2939 - Minot AF Missile Site J1 Site 1,2939,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2940 - Minot AF Missile Site J2 Site 1,2940,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2941 - Minot AF Missile Site J3 Site 1,2941,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2942 - Minot AF Missile Site J4 Site 1,2942,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2943 - Minot AF Missile Site J5 Site 1,2943,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2944 - Minot AF Missile Site J6 Site 1,2944,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2945 - Minot AF Missile Site J7 Site 1,2945,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2946 - Minot AF Missile Site J8 Site 1,2946,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2947 - Minot AF Missile Site J9 Site 1,2947,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2948 - Minot AF Missile Site J10 Site 1,2948,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2949 - Minot AF Missile Site J11 Site1,2949,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2950 - Minot AF Missile Site K1 Site 1,2950,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2951 - Minot AF Missile Site K2 Site 1,2951,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2952 - Minot AF Missile Site K3 Site 1,2952,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2953 - Minot AF Missile Site K4 Site 1,2953,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2954 - Minot AF Missile Site K5 Site 1,2954,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2955 - Minot AF Missile Site K6 Site 1,2955,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2956 - Minot AF Missile Site K7 Site 1,2956,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2957 - Minot AF Missile Site K8 Site 1,2957,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2958 - Minot AF Missile Site K9 Site 1,2958,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2959 - Minot AF Missile Site K10 Site 1,2959,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2960 - Minot AF Missile Site K11 Site 1,2960,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2961 - Minot AF Missile Site L1 Site 1,2961,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2962 - Minot AF Missile Site L2 Site 1,2962,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2963 - Minot AF Missile Site L3 Site 1,2963,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2964 - Minot AF Missile Site L4 Site 1,2964,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2965 - Minot AF Missile Site L5 Site 1,2965,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2966 - Minot AF Missile Site L6 Site 1,2966,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2967 - Minot AF Missile Site L7 Site 1,2967,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2968 - Minot AF Missile Site L8 Site 1,2968,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2969 - Minot AF Missile Site L9 Site 1,2969,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2970 - Minot AF Missile Site L10 Site 1,2970,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2971 - Minot AF Missile Site L11 Site 1,2971,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2972 - Minot AF Missile Site M1 Site 1,2972,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2973 - Minot AF Missile Site M2 Site 1,2973,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2974 - Minot AF Missile Site M3 Site 1,2974,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2975 - Minot AF Missile Site M4 Site 1,2975,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2976 - Minot AF Missile Site M5 Site 1,2976,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2977 - Minot AF Missile Site M6 Site 1,2977,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2978 - Minot AF Missile Site M7 Site 1,2978,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2979 - Minot AF Missile Site M8 Site 1,2979,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2980 - Minot AF Missile Site M9 Site 1,2980,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2981 - Minot AF Missile Site M10 Site 1,2981,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2982 - Minot AF Missile Site M11 Site 1,2982,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2983 - Minot AF Missile Site N1 Site 1,2983,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2984 - Minot AF Missile Site N2 Site 1,2984,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2985 - Minot AF Missile Site N3 Site 1,2985,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2986 - Minot AF Missile Site N4 Site 1,2986,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2987 - Minot AF Missile Site N5 Site 1,2987,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2988 - Minot AF Missile Site N6 Site 1,2988,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2989 - Minot AF Missile Site N7 Site 1,2989,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2990 - Minot AF Missile Site N8 Site 1,2990,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2991 - Minot AF Missile Site N9 Site 1,2991,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2992 - Minot AF Missile Site N10 Site 1,2992,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2993 - Minot AF Missile Site N11 Site 1,2993,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2994 - Minot AF Missile Site O1 Site 1,2994,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2995 - Minot AF Missile Site O2 Site 1,2995,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2996 - Minot AF Missile Site O3 Site 1,2996,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2997 - Minot AF Missile Site O4 Site 1,2997,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2998 - Minot AF Missile Site O5 Site 1,2998,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,2999 - Minot AF Missile Site O6 Site 1,2999,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,3000 - Minot AF Missile Site O7 Site 1,3000,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,3001 - Minot AF Missile Site O8 Site 1,3001,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,3002 - Minot AF Missile Site O9 Site 1,3002,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,3003 - Minot AF Missile Site O10 Site 1,3003,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,3004 - Minot AF Missile Site O11 Site 1,3004,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,3005 - Misawa Air Base,3005,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,3006 - Moffett Federal Airfield ANG Site #1 Main Base ,3006,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,"3008 - RAF Molesworth Storage Annex #1, 2, Site #1 ",3008,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,3009 - RAF Molesworth Site #1 ,3009,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,"3011 - Molokai Station, Hi Site #1 ",3011,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,3012 - Momote Annex Site 1,3012,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,"3016 - Monte Venda Radio Relay Site, Site #1 ",3016,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,3019 - Montezuma Peak Radio Relay Annex No 1 Site 1,3019,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,3020 - Moody Air Force Base Site #1 ,3020,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,3021 - Moody Recreation Annex Site #1 ,3021,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,3022 - Moran Nexrad Weather Site Site 1,3022,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,3025 - Moron Air Base Site #1 ,3025,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,3029 - Mt Home AFB Site 1,3029,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,3030 - No Drop 1 Tactical Training Range Site 1,3030,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,3031 - No Drop 4 Tactical Training Range Site 1,3031,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,3032 - No Drop 5 Tactical Training Range Site 1,3032,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,3033 - No Drop 7 Tactical Training Range Site 1,3033,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,3035 - Mountain Home Ils Middle Marker Annex Site 1,3035,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,3036 - Mountain Home Recreation Annex Site 1,3036,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,3037 - Mountain Home Small Arms Range Annex Site 1,3037,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,3038 - Kaala Air Force Station Site #1 ,3038,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,3039 - Rattlesnake Radar Site Site 1,3039,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,3040 - Rattlesnake Bench Radio Relay Annex Site 1,3040,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,3041 - Mount Pinos Radio Relay Annex Site 1,3041,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,3042 - Mt Sunrise Obstruction Lights Annex Site #1 ,3042,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,3043 - Mud Lake Radio Relay Annex Site 1,3043,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,3045 - Mukilteo Defense Fuel Support Point Site #1 ,3045,,
rpsuid,Real Property Site Unique Identifier,Rpsuid,The real property site unique identifier.,CodedValue,"3046 - Murphy Dome Long Range Radar Site, Site #1 ",3046,,
