Area Size UOM (areaSizeUom),Building Condition (buildingCondition),Building Condition Index (buildingConditionIndex),Building Custodial Type (buildingCustodialType),Building Op Status (buildingOpStatus),Country (country),Data Collection (dataCollection),Elevation Unit of Measure (elevationUom),Facility Condition Code (facilityConditionCode),Facility Gross Sq Ft UOM (facilityGrossSqFtUom),Flex Field Boolean (flexFieldYn),Has Giant Voice (hasGiantVoice),has Mass Notification Device (hasMassNotificationDevice),Height Max Uom (heightMaxUom),Installation Identifier (installationId),Installation Name (installationName),Is Heritage Asset (isHeritageAsset),Is Real Property (isRealProperty),Major Command (majorCommand),Mission Dependency Index (missionDependencyIndex),Owner (owner),Perimeter Size UOM (perimeterSizeUom),Road Post Directional (roadPostDirectional),Road Prefix Directional (roadPrefixDirectional),Real Property Interest (rpInterest),RPA Construction Type (rpaConstructionType),Real Property Asset Type (rpaType),Real Property Site Unique Identifier (rpsuid),Site ID (siteId),State or Territory Name (stateName),Vertical Datum Type (verticalDatumType),Visitor Map Name (visitorMapName)
,,,,,,,,,,,,,,,,,,,,,,,,,,,1821 - Elmendorf AFB Site 1 (1821),ftep0001 - Eglin Air Force Auxiliary Field #3 (ftep0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1823 - Ely Radio Relay Annex Site 1 (1823),"ftes0001 - Eglin Air Force Auxiliary Field #6, Site #1 (ftes0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1825 - England Industrial Airpark Site #1  (1825),ftev0001 - Hurlburt Field Site #1 (ftev0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1827 - Eriswell Family Housing Annex Site #1  (1827),"ftew0001 - Eglin Air Force Auxiliary Field #10, Site #1 (ftew0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1828 - Escn Df Fl Spt Pt Site #1  (1828),ftfa0001 - Eglin Air Force Base Site #1 (ftfa0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1830 - Juniper Butte Range Site 1 (1830),ftfa0002 - Eglin Air Force Base Site #2 (ftfa0002),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1831 - Ewa Deep Space Surveillance Site, Site #1  (1831)",ftfa0003 - Eglin Air Force Base Site #3 (ftfa0003),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1832 - Exmouth Family Housing Annex Site 1 (1832),ftfa0004 - Eglin Air Force Base Site #4 (ftfa0004),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1833 - F E Warren AFB Site 1 (1833),ftfa0005 - Eglin Air Force Base Site #5 (ftfa0005),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1834 - Francis E Warren AF Missile Site A1 Site 1 (1834),ftfa0006 - Eglin Air Force Base Site #6 (ftfa0006),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1835 - Francis E Warren AF Missile Site A2 Site 1 (1835),ftqa0001 - Eielson ALPA Research Site (ftqa0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1836 - Francis E Warren AF Missile Site A3 Site 1 (1836),ftqc0001 - Eielson ALPA Research Site (ftqc0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1837 - Francis E Warren AF Missile Site A4 Site 1 (1837),ftqd0001 - Eielson ALPA Research Site (ftqd0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1838 - Francis E Warren AF Missile Site A5 Site 1 (1838),ftqe0001 - Eielson ALPA Research Site (ftqe0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1839 - Francis E Warren AF Missile Site A6 Site 1 (1839),ftql0001 - Eielson ALPA Research Site (ftql0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1840 - Francis E Warren AF Missile Site A7 Site 1 (1840),ftqs0001 - Eielson ALPA Research Site (ftqs0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1841 - Francis E Warren AF Missile Site A8 Site 1 (1841),ftqt0001 - Eielson ALPA Research Site (ftqt0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1842 - Francis E Warren AF Missile Site A9 Site 1 (1842),ftqw0001 - Eielson Site #1 (ftqw0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1843 - Francis E Warren AF Missile Site A10 Site 1 (1843),fttq0001 - Ekalaka Mimi-Mute Radar Site (fttq0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1844 - Francis E Warren AF Missile Site A11 Site 1 (1844),fvfh0001 - Elephant Butte Space Surveillance Station (fvfh0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1845 - Francis E Warren AF Missile Site B1 Site 1 (1845),"fvlw0001 - Elida Mini-Mute Rbs Site #10, Site #1 (fvlw0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1846 - Francis E Warren AF Missile Site B2 Site 1 (1846),fwjh0001 - Ellington Field Site #1 (fwjh0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1847 - Francis E Warren AF Missile Site B3 Site 1 (1847),fwjh0002 - Ellington Field Site #2 (fwjh0002),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1848 - Francis E Warren AF Missile Site B4 Site 1 (1848),fwxy0001 - Elloree Mini Mute (fwxy0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1849 - Francis E Warren AF Missile Site B5 Site 1 (1849),fxbm0001 - Ellsworth Air Force Base Site #1 (fxbm0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1850 - Francis E Warren AF Missile Site B6 Site 1 (1850),fxbm0002 - Ellsworth Air Force Base Site #2 (fxbm0002),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1851 - Francis E Warren AF Missile Site B7 Site 1 (1851),fxbm0003 - Ellsworth AFB Site 3 (fxbm0003),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1852 - Francis E Warren AF Missile Site B8 Site 1 (1852),fxbs0001 - Ellsworth Academic Annex Site #1 (fxbs0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1853 - Francis E Warren AF Missile Site B9 Site 1 (1853),fxcv0001 - Ellsworth Comm Annex Transmitter Site #1 (fxcv0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1854 - Francis E Warren AF Missile Site B10 Site 1 (1854),"fxde0001 - Ellsworth Family Housing Annex #3, Site #1 (fxde0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1855 - Francis E Warren AF Missile Site B11 Site 1 (1855),"fxdf0001 - Ellsworth Family Housing Annex #4, Site #1 (fxdf0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1856 - Francis E Warren AF Missile Site C1 Site 1 (1856),"fxel0001 - Ellsworth AF Missile Site B8, Site #1 (fxel0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1857 - Francis E Warren AF Missile Site C2 Site 1 (1857),"fxfh0001 - Ellsworth AF Missile Site D7, Site #1 (fxfh0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1858 - Francis E Warren AF Missile Site C3 Site 1 (1858),"fxfu0001 - Ellsworth AF Missile Site E7, Site #1 (fxfu0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1859 - Francis E Warren AF Missile Site C4 Site 1 (1859),fxnj0001 - Ellsworth Radio Relay Annex Site #1 (fxnj0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1860 - Francis E Warren AF Missile Site C5 Site 1 (1860),fxsb0001 - Elmendorf Air Force Base Site #1 (fxsb0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1861 - Francis E Warren AF Missile Site C6 Site 1 (1861),fxsb0002 - Elmendorf Air Force Base Site #2 (fxsb0002),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1862 - Francis E Warren AF Missile Site C7 Site 1 (1862),fymx0001 - Ely Radio Relay Annex Site #1 (fymx0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1863 - Francis E Warren AF Missile Site C8 Site 1 (1863),gamn0001 - England Industrial Airpark Site #1 (gamn0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1864 - Francis E Warren AF Missile Site C9 Site 1 (1864),gctw0001 - Eriswell Family Housing Annex Site #1 (gctw0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1865 - Francis E Warren AF Missile Site C10 Site 1 (1865),gdta0001 - Escn DF FL SPT Pt Site #1 (gdta0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1866 - Francis E Warren AF Missile Site C11 Site 1 (1866),ggwr0001 - Juniper Butte Range Site #1 (ggwr0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1867 - Francis E Warren AF Missile Site D1 Site 1 (1867),"ggwt0001 - Ewa Deep Space Surveillance Site, Site #1 (ggwt0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1868 - Francis E Warren AF Missile Site D2 Site 1 (1868),ghfq0001 - Exmouth Family Housing Annex Site #1 (ghfq0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1869 - Francis E Warren AF Missile Site D3 Site 1 (1869),ghln0001 - F E Warren Air Force Base Site #1 (ghln0001),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1870 - Francis E Warren AF Missile Site D4 Site 1 (1870),ghln0003 - Camp Guernsey Site #3 (ghln0003),,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1871 - Francis E Warren AF Missile Site D5 Site 1 (1871),"ghra0001 - Francis E Warren AF Missile Site A1, Site #1 (ghra0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1872 - Francis E Warren AF Missile Site D6 Site 1 (1872),"ghrb0001 - Francis E Warren AF Missile Site A2, Site #1 (ghrb0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1873 - Francis E Warren AF Missile Site D7 Site 1 (1873),"ghrc0001 - Francis E Warren AF Missile Site A3, Site #1 (ghrc0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1874 - Francis E Warren AF Missile Site D8 Site 1 (1874),"ghrd0001 - Francis E Warren AF Missile Site A4, Site #1 (ghrd0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1875 - Francis E Warren AF Missile Site D9 Site 1 (1875),"ghre0001 - Francis E Warren AF Missile Site A5, Site #1 (ghre0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1876 - Francis E Warren AF Missile Site D10 Site 1 (1876),"ghrf0001 - Francis E Warren AF Missile Site A6, Site #1 (ghrf0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1877 - Francis E Warren AF Missile Site D11 Site 1 (1877),"ghrg0001 - Francis E Warren AF Missile Site A7, Site #1 (ghrg0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,187720 - Box Elder Digital Radar Site Dasr (187720),"ghrh0001 - Francis E Warren AF Missile Site A8, Site #1 (ghrh0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,187745 - Lambert-St. Louis Site #2 - North  (187745),"ghrj0001 - Francis E Warren AF Missile Site A9, Site #1 (ghrj0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,187746 - Batt West Property Site #2  (187746),"ghrk0001 - Francis E Warren AF Missile Site A10, Site #1 (ghrk0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,187747 - Otis ANG Base Site #2  (187747),"ghrl0001 - Francis E Warren AF Missile Site A11, Site #1 (ghrl0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,187748 - Site #3 Red Horse Bed Down  (187748),"ghrm0001 - Francis E Warren AF Missile Site B1, Site #1 (ghrm0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,187749 - Site #2 Off Base Drop Zone  (187749),"ghrn0001 - Francis E Warren AF Missile Site B2, Site #1 (ghrn0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,187750 - Kingsley Field Cantonement Site #2  (187750),"ghrp0001 - Francis E Warren AF Missile Site B3, Site #1 (ghrp0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,187751 - Kingsley Field Munitions Area Site 3  (187751),"ghrq0001 - Francis E Warren AF Missile Site B4, Site #1 (ghrq0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,187752 - Kingsley Field 270Th Atcs Compound Site 4  (187752),"ghrr0001 - Francis E Warren AF Missile Site B5, Site #1 (ghrr0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,187753 - Kingsley Field Firing Range Site 5  (187753),"ghrs0001 - Francis E Warren AF Missile Site B6, Site #1 (ghrs0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"187755 - Andersen AFB, Santa Rosa Parcel C (187755)","ghrt0001 - Francis E Warren AF Missile Site B7, Site #1 (ghrt0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,187757 - Gen Mitchell Iap Site #2   (187757),"ghru0001 - Francis E Warren AF Missile Site B8, Site #1 (ghru0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,187758 - Fort Indiantown Gap AGS Area #2  (187758),"ghrv0001 - Francis E Warren AF Missile Site B9, Site #1 (ghrv0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,187759 - Fort Indiantown Gap AGS Area #15  (187759),"ghrw0001 - Francis E Warren AF Missile Site B10, Site #1 (ghrw0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,187760 - Fort Indiantown Gap AGS Area #26  (187760),"ghrx0001 - Francis E Warren AF Missile Site B11, Site #1 (ghrx0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,187761 - Ftig AGS Area #26 Control Tower  (187761),"ghry0001 - Francis E Warren AF Missile Site C1, Site #1 (ghry0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,187762 - Ftig AGS Area #26  Flank Tower  (187762),"ghrz0001 - Francis E Warren AF Missile Site C2, Site #1 (ghrz0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,187763 - Fort Dodge (187763),"ghsa0001 - Francis E Warren AF Missile Site C3, Site #1 (ghsa0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,187764 - Sioux Gateway Apt (187764),"ghsb0001 - Francis E Warren AF Missile Site C4, Site #1 (ghsb0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,187765 - Duluth International Arff Site #2   (187765),"ghsc0001 - Francis E Warren AF Missile Site C5, Site #1 (ghsc0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,187766 - Duluth International Tacan Site #3  (187766),"ghsd0001 - Francis E Warren AF Missile Site C6, Site #1 (ghsd0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,187767 - Duluth International Pol/Drmo Site #4  (187767),"ghse0001 - Francis E Warren AF Missile Site C7, Site #1 (ghse0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,187768 - Duluth International Bx Site #5  (187768),"ghsf0001 - Francis E Warren AF Missile Site C8, Site #1 (ghsf0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,187770 - Duluth International Bldg 304 Site #7  (187770),"ghsg0001 - Francis E Warren AF Missile Site C9, Site #1 (ghsg0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,187771 - Marquee Pittsburgh Iap (187771),"ghsh0001 - Francis E Warren AF Missile Site C10, Site #1 (ghsh0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,187772 - Sioux Gateway Apt (187772),"ghsj0001 - Francis E Warren AF Missile Site C11, Site #1 (ghsj0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,187773 - Commisary Site #2  (187773),"ghsk0001 - Francis E Warren AF Missile Site D1, Site #1 (ghsk0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,187774 - Fire Station Site #3  (187774),"ghsl0001 - Francis E Warren AF Missile Site D2, Site #1 (ghsl0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,187775 - Bangor Lease Land Site #4  (187775),"ghsm0001 - Francis E Warren AF Missile Site D3, Site #1 (ghsm0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,187777 - Gen Mitchell Iap Site #3  (187777),"ghsn0001 - Francis E Warren AF Missile Site D4, Site #1 (ghsn0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,187778 - Gen Mitchell Iap Site #4   (187778),"ghsp0001 - Francis E Warren AF Missile Site D5, Site #1 (ghsp0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,187782 - Alpena Co Reg Apt Site #2 Explosive Storage Site  (187782),"ghsq0001 - Francis E Warren AF Missile Site D6, Site #1 (ghsq0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,187783 - Oscoda Jte Site #3  (187783),"ghsr0001 - Francis E Warren AF Missile Site D7, Site #1 (ghsr0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1878 - Francis E Warren AF Missile Site E1 Site 1 (1878),"ghss0001 - Francis E Warren AF Missile Site D8, Site #1 (ghss0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,187803 - Site #2-Msa Munitions Storage Area  (187803),"ghst0001 - Francis E Warren AF Missile Site D9, Site #1 (ghst0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,187804 - Site #3-Usmc Marine Corp (187804),"ghsu0001 - Francis E Warren AF Missile Site D10, Site #1 (ghsu0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,187809 - Hd Ramp Site #5  (187809),"ghsv0001 - Francis E Warren AF Missile Site D11, Site #1 (ghsv0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,187816 - Kingsley Field Old Alert Area Site 7  (187816),"ghsw0001 - Francis E Warren AF Missile Site E1, Site #1 (ghsw0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,187817 - Kingsley Field Front Enterance Site 8  (187817),"ghsx0001 - Francis E Warren AF Missile Site E2, Site #1 (ghsx0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,187822 - Osan Site 2 (187822),"ghsy0001 - Francis E Warren AF Missile Site E3, Site #1 (ghsy0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1879 - Francis E Warren AF Missile Site E2 Site 1 (1879),"ghsz0001 - Francis E Warren AF Missile Site E4, Site #1 (ghsz0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,187962 - State College AGS Site #2  (187962),"ghta0001 - Francis E Warren AF Missile Site E5, Site #1 (ghta0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,187963 - Kingsley Field Test Cell Site 6  (187963),"ghtb0001 - Francis E Warren AF Missile Site E6, Site #1 (ghtb0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,187988 - Volk ANG Base Site #2  (187988),"ghtc0001 - Francis E Warren AF Missile Site E7, Site #1 (ghtc0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,187989 - Elmendorf AFB Site 2 (187989),"ghtd0001 - Francis E Warren AF Missile Site E8, Site #1 (ghtd0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1880 - Francis E Warren AF Missile Site E3 Site 1 (1880),"ghte0001 - Francis E Warren AF Missile Site E9, Site #1 (ghte0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,188082 - Cannon AFB Site 2 (188082),"ghtf0001 - Francis E Warren AF Missile Site E10, Site #1 (ghtf0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,188083 - Cannon AFB Site 3 (188083),"ghtg0001 - Francis E Warren AF Missile Site E11, Site #1 (ghtg0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,188084 - Cannon AFB Site 4 (188084),"ghth0001 - Francis E Warren AF Missile Site F1, Site #1 (ghth0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,188085 - Cannon AFB Site 5 (188085),"ghtj0001 - Francis E Warren AF Missile Site F2, Site #1 (ghtj0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,188086 - Melrose Air Force Range Site 2 (188086),"ghtk0001 - Francis E Warren AF Missile Site F3, Site #1 (ghtk0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,188087 - Melrose Air Force Range Site 3 (188087),"ghtl0001 - Francis E Warren AF Missile Site F4, Site #1 (ghtl0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,188088 - Melrose Air Force Range Site 4 (188088),"ghtm0001 - Francis E Warren AF Missile Site F5, Site #1 (ghtm0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,188089 - Melrose Air Force Range Site 5 (188089),"ghtn0001 - Francis E Warren AF Missile Site F6, Site #1 (ghtn0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,188090 - Melrose Air Force Range Site 6 (188090),"ghtp0001 - Francis E Warren AF Missile Site F7, Site #1 (ghtp0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1881 - Francis E Warren AF Missile Site E4 Site 1 (1881),"ghtq0001 - Francis E Warren AF Missile Site F8, Site #1 (ghtq0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,188137 - Across Runway Site #2  (188137),"ghtr0001 - Francis E Warren AF Missile Site F9, Site #1 (ghtr0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,188138 - Atc Area Site #3  (188138),"ghts0001 - Francis E Warren AF Missile Site F10, Site #1 (ghts0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1882 - Francis E Warren AF Missile Site E5 Site 1 (1882),"ghtt0001 - Francis E Warren AF Missile Site F11, Site #1 (ghtt0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1883 - Francis E Warren AF Missile Site E6 Site 1 (1883),"ghtu0001 - Francis E Warren AF Missile Site G1, Site #1 (ghtu0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1884 - Francis E Warren AF Missile Site E7 Site 1 (1884),"ghtv0001 - Francis E Warren AF Missile Site G2, Site #1 (ghtv0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,188436 - Barksdale Air Force Base Site #2 (188436),"ghtw0001 - Francis E Warren AF Missile Site G3, Site #1 (ghtw0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1885 - Francis E Warren AF Missile Site E8 Site 1 (1885),"ghtx0001 - Francis E Warren AF Missile Site G4, Site #1 (ghtx0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,188581 - Buckley AFB Site 2 Triangle (188581),"ghty0001 - Francis E Warren AF Missile Site G5, Site #1 (ghty0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,188582 - Buckley AFB Site 3 Old Sewer Plt (188582),"ghtz0001 - Francis E Warren AF Missile Site G6, Site #1 (ghtz0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,188583 - Cannon AFB Site 6 Leased Site Data (188583),"ghua0001 - Francis E Warren AF Missile Site G7, Site #1 (ghua0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,188585 - Boulder Seismological Research Site Site 2 (188585),"ghub0001 - Francis E Warren AF Missile Site G8, Site #1 (ghub0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,188586 - Boulder Site 3 (188586),"ghuc0001 - Francis E Warren AF Missile Site G9, Site #1 (ghuc0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,188587 - Bovine Site 2 (188587),"ghud0001 - Francis E Warren AF Missile Site G10, Site #1 (ghud0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,188588 - Uttr South Site 2 (188588),"ghue0001 - Francis E Warren AF Missile Site G11, Site #1 (ghue0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,188589 - Kirtland Site #2 Leased Asset Data Site (188589),"ghuf0001 - Francis E Warren AF Missile Site H1, Site #1 (ghuf0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,188590 - Little Mountain Site 2 (188590),"ghug0001 - Francis E Warren AF Missile Site H2, Site #1 (ghug0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1886 - Francis E Warren AF Missile Site E9 Site 1 (1886),"ghuh0001 - Francis E Warren AF Missile Site H3, Site #1 (ghuh0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1887 - Francis E Warren AF Missile Site E10 Site 1 (1887),"ghuj0001 - Francis E Warren AF Missile Site H4, Site #1 (ghuj0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1888 - Francis E Warren AF Missile Site E11 Site 1 (1888),"ghuk0001 - Francis E Warren AF Missile Site H5, Site #1 (ghuk0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1889 - Francis E Warren AF Missile Site F1 Site 1 (1889),"ghul0001 - Francis E Warren AF Missile Site H6, Site #1 (ghul0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,188927 - Arng 29.9 Acres Site #2  (188927),"ghum0001 - Francis E Warren AF Missile Site H7, Site #1 (ghum0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,188928 - O'Fallon Administrative Office #2  (188928),"ghun0001 - Francis E Warren AF Missile Site H8, Site #1 (ghun0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,188930 - Oscura Bombing And Gunnery Range (188930),"ghup0001 - Francis E Warren AF Missile Site H9, Site #1 (ghup0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,188933 - Lackland Air Force Base Site 2 (188933),"ghuq0001 - Francis E Warren AF Missile Site H10, Site #1 (ghuq0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,188934 - Lackland Air Force Base Site 3 (188934),"ghur0001 - Francis E Warren AF Missile Site H11, Site #1 (ghur0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,188940 - Lackland Air Force Base Site 4 (188940),"ghus0001 - Francis E Warren AF Missile Site I1, Site #1 (ghus0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,188941 - Jbsa Randolph Leased Data Assets (188941),"ghut0001 - Francis E Warren AF Missile Site I2, Site #1 (ghut0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,188949 - Leased Data Assets  (188949),"ghuu0001 - Francis E Warren AF Missile Site I3, Site #1 (ghuu0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,188950 - Leased Data Assets  (188950),"ghuv0001 - Francis E Warren AF Missile Site I4, Site #1 (ghuv0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,188956 - Leased Data Assets  (188956),"ghuw0001 - Francis E Warren AF Missile Site I5, Site #1 (ghuw0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,188971 - Tyndall Leased Data Assets  (188971),"ghux0001 - Francis E Warren AF Missile Site I6, Site #1 (ghux0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,188983 - Jbsa Lackland Leased Data Asset (188983),"ghuy0001 - Francis E Warren AF Missile Site I7, Site #1 (ghuy0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,188984 - Leased Data Assets  (188984),"ghuz0001 - Francis E Warren AF Missile Site I8, Site #1 (ghuz0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,188992 - Jbsa Kelly Field Annex Leased Data Assets (188992),"ghva0001 - Francis E Warren AF Missile Site I9, Site #1 (ghva0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,188993 - Jbsa Medina Annex Leased Data Asset (188993),"ghvb0001 - Francis E Warren AF Missile Site I10, Site #1 (ghvb0001)",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,1890 - Francis E Warren AF Missile Site F2 Site 1 (1890),"ghvc0001 - Francis E Warren AF Missile Site I11, Site #1 (ghvc0001)",,,
