Field Name,Field Alias,Domain Type,Domain Name,Option Name,Option Code,Min Value,Max Value
siteId,Site ID,CodedValue,SiteId,zhtv0003 - Wright-Patt Site #3,zhtv0003,,
siteId,Site ID,CodedValue,SiteId,"zhub0001 - Wright-Patt Comm Facility Annex #1, Site #1",zhub0001,,
siteId,Site ID,CodedValue,SiteId,"zhub0002 - Wright-Patt Comm Facility Annex #1, Site #2",zhub0002,,
siteId,Site ID,CodedValue,SiteId,zjxd0001 - Wurtsmith Air Force Base Site #1,zjxd0001,,
siteId,Site ID,CodedValue,SiteId,zlcl0001 - Yaedake Communications Annex Site #10,zlcl0001,,
siteId,Site ID,CodedValue,SiteId,"zndj0001 - Yesilyurt Bachelor Housing Site, Site #1",zndj0001,,
siteId,Site ID,CodedValue,SiteId,"zndm0001 - Ljycikoy Bachelor Housing Site, Site #1",zndm0001,,
siteId,Site ID,CodedValue,SiteId,znml0001 - Yokose Communication Station Site #1,znml0001,,
siteId,Site ID,CodedValue,SiteId,znre0001 - Yokota Air Base Site #1,znre0001,,
siteId,Site ID,CodedValue,SiteId,zpfr0001 - Yongsan Administration Annex Site #1,zpfr0001,,
siteId,Site ID,CodedValue,SiteId,zqel0001 - Youngstown Site #1,zqel0001,,
siteId,Site ID,CodedValue,SiteId,"zqug0001 - Yuki Radio Relay Site, Site #1",zqug0001,,
siteId,Site ID,CodedValue,SiteId,zqun0001 - Yukon Weapons Range Site #1,zqun0001,,
siteId,Site ID,CodedValue,SiteId,zqxj0001 - Yuma Radar Site,zqxj0001,,
siteId,Site ID,CodedValue,SiteId,zree0001 - Yumurtalik Petroleum Prod Storage Annex Site #1,zree0001,,
siteId,Site ID,CodedValue,SiteId,zrvl0001 - Zanesville ANG Station Site #1,zrvl0001,,
siteId,Site ID,CodedValue,SiteId,zsfj0001 - Zemmer Storage Annex Site #1,zsfj0001,,
siteId,Site ID,CodedValue,SiteId,tdka0002 - Dahlgren,tdka0002,,
siteId,Site ID,CodedValue,SiteId,tdka0003 - US Space Comm Bayfield ACO06891,tdka0003,,
siteId,Site ID,CodedValue,SiteId,tdka0004 - JBTEC Academy Park Loop ACO06734,tdka0004,,
siteId,Site ID,CodedValue,SiteId,tdka0005 - USpaceComm Newport Rd ACO07015,tdka0005,,
siteId,Site ID,CodedValue,SiteId,ajxf0002 - Monitoring Wells Foxley LLC,ajxf0002,,
siteId,Site ID,CodedValue,SiteId,ajxf0005 - Monitoring Wells Soil Safe Inc,ajxf0005,,
siteId,Site ID,CodedValue,SiteId,cfjq0002 - Prince Georges County Parcel 42,cfjq0002,,
siteId,Site ID,CodedValue,SiteId,fxbm0004 - Baker Communication Site,fxbm0004,,
siteId,Site ID,CodedValue,SiteId,fxbm0005 - Broadus Communication Site,fxbm0005,,
siteId,Site ID,CodedValue,SiteId,fxbm0006 - Shadehill Communication Site,fxbm0006,,
siteId,Site ID,CodedValue,SiteId,sgbp0002 - Offutt Ingrants,sgbp0002,,
siteId,Site ID,CodedValue,SiteId,fbnv0003 - DMAFB Pima County Repi,fbnv0003,,
siteId,Site ID,CodedValue,SiteId,hjzh0002 - Fort Richardson Site 2,hjzh0002,,
siteId,Site ID,CodedValue,SiteId,nuex0003 - Keystone Peak,nuex0003,,
siteId,Site ID,CodedValue,SiteId,znre0002 - Royal Australian Air Force Base Darwin,znre0002,,
siteId,Site ID,CodedValue,SiteId,dkfx0002 - JBC Ashley Phosphate,dkfx0002,,
siteId,Site ID,CodedValue,SiteId,hjzh0003 - Fort Richardson Site 3,hjzh0003,,
siteId,Site ID,CodedValue,SiteId,vdyd0003 - HQAMC Sg Pmi Warehouse,vdyd0003,,
siteId,Site ID,CodedValue,SiteId,ftfa0007 - Eglin AFB Site 7 Anclote D4,ftfa0007,,
siteId,Site ID,CodedValue,SiteId,tyfr0002 - Kaiserslautern Warehouse Storage,tyfr0002,,
siteId,Site ID,CodedValue,SiteId,nuex0004 - Sentinel Tracker,nuex0004,,
siteId,Site ID,CodedValue,SiteId,ashe0002 - Site 53,ashe0002,,
siteId,Site ID,CodedValue,SiteId,lask0001 - Lask Air Base Housing,lask0001,,
siteId,Site ID,CodedValue,SiteId,fbnv0004 - DMAFB Rescue Trng Site I,fbnv0004,,
siteId,Site ID,CodedValue,SiteId,tkfh0002 - Grange Mini Mute Sha10 Site 1,tkfh0002,,
siteId,Site ID,CodedValue,SiteId,tkfh0003 - Midville Mini Mute Sha9,tkfh0003,,
siteId,Site ID,CodedValue,SiteId,nuex0005 - Legal Tender Mine,nuex0005,,
siteId,Site ID,CodedValue,SiteId,hert0002 - FE Brick Entry Sign,hert0002,,
siteId,Site ID,CodedValue,SiteId,ashe0003 - Site 61,ashe0003,,
siteId,Site ID,CodedValue,SiteId,acbf0003 - Nga Innovation Lease With Gsa,acbf0003,,
siteId,Site ID,CodedValue,SiteId,nuex0006 - Smith Peak,nuex0006,,
siteId,Site ID,CodedValue,SiteId,fkjg0001 - Dover Family Housing Annex Site 1,fkjg0001,,
siteId,Site ID,CodedValue,SiteId,nuex0007 - Granite Mountains Tracking Station,nuex0007,,
siteId,Site ID,CodedValue,SiteId,nuex0008 - Growler Mountains Tracker Station,nuex0008,,
siteId,Site ID,CodedValue,SiteId,nuex0009 - Sierra Pinta Tracker Station,nuex0009,,
siteId,Site ID,CodedValue,SiteId,nuex0010 - White Tanks Communication Site,nuex0010,,
siteId,Site ID,CodedValue,SiteId,ashe0007 - Turzii Lrct,ashe0007,,
siteId,Site ID,CodedValue,SiteId,spbn0003 - Otis Ang Base Site 3 Middle Marker,spbn0003,,
siteId,Site ID,CodedValue,SiteId,baey0003 - Adak Sensor Site,baey0003,,
siteId,Site ID,CodedValue,SiteId,baey0004 - Amchitka Sensor Site_baey0004,baey0004,,
siteId,Site ID,CodedValue,SiteId,baey0005 - Atka Sensor Site,baey0005,,
siteId,Site ID,CodedValue,SiteId,baey0006 - Amchitka Sensor Site_baey0006,baey0006,,
siteId,Site ID,CodedValue,SiteId,jbab0001 - JBAB Site1,jbab0001,,
siteId,Site ID,CodedValue,SiteId,jbab0003 - JBAB Navy Ingrant,jbab0003,,
siteId,Site ID,CodedValue,SiteId,jbab0002 - JBAB Fuel Pier,jbab0002,,
siteId,Site ID,CodedValue,SiteId,ashe0006 - Graf Ignatievo Air Base,ashe0006,,
siteId,Site ID,CodedValue,SiteId,znre0003 - Royal Australian Air Force Base Tindal,znre0003,,
siteId,Site ID,CodedValue,SiteId,tyfr0006 - Husterhoeh Warehouse Complex,tyfr0006,,
siteId,Site ID,CodedValue,SiteId,fmkm0010 - Duluth International Airfield Site 10,fmkm0010,,
siteId,Site ID,CodedValue,SiteId,mbmv0005 - Michigan Joint Force Headquarters,mbmv0005,,
siteId,Site ID,CodedValue,SiteId,vyhk0011 - Lask Air Base,vyhk0011,,
siteId,Site ID,CodedValue,SiteId,qmsn0008 - Ase Storage Yard,qmsn0008,,
siteId,Site ID,CodedValue,SiteId,mxrd0009 - Hanscom Hbn Foreign Military Sales Program Site 9,mxrd0009,,
siteId,Site ID,CodedValue,SiteId,qfqe0002 - Raf Akrotiri,qfqe0002,,
siteId,Site ID,CodedValue,SiteId,exsw0004 - Imperial College,exsw0004,,
siteId,Site ID,CodedValue,SiteId,exsw0002 - London Housing Flat,exsw0002,,
siteId,Site ID,CodedValue,SiteId,rkxf0030 - Nellis NTTR Pl 10665,rkxf0030,,
siteId,Site ID,CodedValue,SiteId,rkxf0024 - Nellis NTTR N42723,rkxf0024,,
siteId,Site ID,CodedValue,SiteId,rkxf0022 - Nellis NTTR N42722,rkxf0022,,
siteId,Site ID,CodedValue,SiteId,rkxf0011 - Nellis NTTR N19846,rkxf0011,,
siteId,Site ID,CodedValue,SiteId,mwqz0002 - Angel Peak B60 Transmitter Site,mwqz0002,,
siteId,Site ID,CodedValue,SiteId,mwqz0003 - Angel Peak B18 Microwave Site,mwqz0003,,
siteId,Site ID,CodedValue,SiteId,rkxf0031 - Nellis NTTR N84133,rkxf0031,,
siteId,Site ID,CodedValue,SiteId,rkxf0013 - Nellis NTTR N49861,rkxf0013,,
siteId,Site ID,CodedValue,SiteId,rkmf0025 - Nellis RrN ld 3107,rkmf0025,,
siteId,Site ID,CodedValue,SiteId,rkmf0023 - Las Vegas Paiute Tribe Easement,rkmf0023,,
siteId,Site ID,CodedValue,SiteId,rkxf0004 - Nellis NTTRN 41560,rkxf0004,,
siteId,Site ID,CodedValue,SiteId,rkmf0024 - Nellis RrN ld 3154,rkmf0024,,
siteId,Site ID,CodedValue,SiteId,rkmf0026 - Nellis RrN ld 3095,rkmf0026,,
siteId,Site ID,CodedValue,SiteId,rkmf0029 - Nellis AFBN 51808,rkmf0029,,
siteId,Site ID,CodedValue,SiteId,rkmf0028 - Nellis AFB Sar Road,rkmf0028,,
siteId,Site ID,CodedValue,SiteId,rkmf0027 - Nellis Sar Tract B112,rkmf0027,,
siteId,Site ID,CodedValue,SiteId,rkmf0014 - Nellis La 1413,rkmf0014,,
siteId,Site ID,CodedValue,SiteId,rkmf0015 - Nellis Dot Street Signs,rkmf0015,,
siteId,Site ID,CodedValue,SiteId,rkmf0016 - Nellis Lvb Comm Line,rkmf0016,,
siteId,Site ID,CodedValue,SiteId,rkxm0002 - Nellis Sar Highway Crossing,rkxm0002,,
siteId,Site ID,CodedValue,SiteId,rkmf0021 - Nellis12InWaterline,rkmf0021,,
siteId,Site ID,CodedValue,SiteId,rkxm0003 - Nellis  SarSfre1351,rkxm0003,,
siteId,Site ID,CodedValue,SiteId,rkmf0020 - Nellis  1247VPowerline,rkmf0020,,
siteId,Site ID,CodedValue,SiteId,rkxf0037 - Nellis  NTTR Sfre 851,rkxf0037,,
siteId,Site ID,CodedValue,SiteId,rkxf0010 - Nellis  NTTR N80656,rkxf0010,,
siteId,Site ID,CodedValue,SiteId,rkxf0003 - Nellis NTTR N41559,rkxf0003,,
siteId,Site ID,CodedValue,SiteId,rkxf0051 - Nellis NTTR SFRE 790,rkxf0051,,
siteId,Site ID,CodedValue,SiteId,rkmf0011 - Nellis AreaIii Rr Crossing,rkmf0011,,
siteId,Site ID,CodedValue,SiteId,rkmf0012 - Nellis Hwy 93 Waterline,rkmf0012,,
siteId,Site ID,CodedValue,SiteId,rkmf0013 - Nellis Hwy 93 Pipeline,rkmf0013,,
siteId,Site ID,CodedValue,SiteId,rkmf0017 - Nellis N54351,rkmf0017,,
siteId,Site ID,CodedValue,SiteId,rkxf0002 - Nellis NTTR SFRE 363,rkxf0002,,
siteId,Site ID,CodedValue,SiteId,rkxf0006 - Nellis NTTR N41557,rkxf0006,,
siteId,Site ID,CodedValue,SiteId,rkxf0005 - Nellis NTTR N41558,rkxf0005,,
siteId,Site ID,CodedValue,SiteId,rkxf0007 - Nellis NTTR N41555,rkxf0007,,
siteId,Site ID,CodedValue,SiteId,rkxf0008 - Nellis NTTR N41561,rkxf0008,,
siteId,Site ID,CodedValue,SiteId,rkxf0009 - Nellis NTTR N53375,rkxf0009,,
siteId,Site ID,CodedValue,SiteId,rkxf0012 - Nellis NTTR N47795,rkxf0012,,
siteId,Site ID,CodedValue,SiteId,rkxf0016 - Nellis NTTR N42745,rkxf0016,,
siteId,Site ID,CodedValue,SiteId,rkxf0017 - Nellis NTTR N42746,rkxf0017,,
siteId,Site ID,CodedValue,SiteId,rkxf0018 - Nellis NTTR N42721,rkxf0018,,
siteId,Site ID,CodedValue,SiteId,rkxf0019 - Nellis NTTR N43407,rkxf0019,,
siteId,Site ID,CodedValue,SiteId,rkxf0020 - Nellis NTTR N43405,rkxf0020,,
siteId,Site ID,CodedValue,SiteId,rkxf0021 - Nellis NTTR N43406,rkxf0021,,
siteId,Site ID,CodedValue,SiteId,rkxf0023 - Nellis NTTR N42724,rkxf0023,,
siteId,Site ID,CodedValue,SiteId,rkxf0026 - Nellis NTTR N55713,rkxf0026,,
siteId,Site ID,CodedValue,SiteId,rkmf0018 - Nellis Uppr Plssxg,rkmf0018,,
siteId,Site ID,CodedValue,SiteId,rkmf0019 - Nellis Plss Crossing,rkmf0019,,
siteId,Site ID,CodedValue,SiteId,rkmf0003 - Nellis Airfield,rkmf0003,,
siteId,Site ID,CodedValue,SiteId,rkmf0010 - Nellis RrN ld 2821,rkmf0010,,
siteId,Site ID,CodedValue,SiteId,mwqz0004 - Angel Peak Fiber Optics,mwqz0004,,
siteId,Site ID,CodedValue,SiteId,ratr0002 - Mt Sunrise Beacon Lights,ratr0002,,
siteId,Site ID,CodedValue,SiteId,rkxf0028 - Nellis NTTR N63129,rkxf0028,,
siteId,Site ID,CodedValue,SiteId,rkxf0032 - Nellis NTTR N82806,rkxf0032,,
siteId,Site ID,CodedValue,SiteId,rkxf0033 - Nellis NTTR N54351,rkxf0033,,
siteId,Site ID,CodedValue,SiteId,rkxf0027 - Nellis NTTR N61494,rkxf0027,,
siteId,Site ID,CodedValue,SiteId,rkxf0034 - Nellis NTTR SFRE 434,rkxf0034,,
siteId,Site ID,CodedValue,SiteId,rkxf0035 - Nellis NTTR SFRE 368,rkxf0035,,
siteId,Site ID,CodedValue,SiteId,rkxf0039 - Nellis NTTR SFRE 367,rkxf0039,,
siteId,Site ID,CodedValue,SiteId,rkxf0040 - Nellis NTTR SFRE 588,rkxf0040,,
siteId,Site ID,CodedValue,SiteId,rkxf0042 - Nellis NTTR SFRE 402,rkxf0042,,
siteId,Site ID,CodedValue,SiteId,rkxf0043 - Nellis NTTR SFRE 403,rkxf0043,,
siteId,Site ID,CodedValue,SiteId,rkxf0044 - Nellis NTTR SFRE 365,rkxf0044,,
siteId,Site ID,CodedValue,SiteId,rkxf0045 - Nellis NTTR SFRE 433,rkxf0045,,
siteId,Site ID,CodedValue,SiteId,rkxf0048 - Nellis NTTR SFRE 366,rkxf0048,,
siteId,Site ID,CodedValue,SiteId,rkxf0049 - Nellis NTTR SFRE 362,rkxf0049,,
siteId,Site ID,CodedValue,SiteId,rkxf0055 - Nellis NTTR SFRE 605,rkxf0055,,
siteId,Site ID,CodedValue,SiteId,rkxf0053 - Nellis NTTR SFRE 370,rkxf0053,,
siteId,Site ID,CodedValue,SiteId,rkxf0054 - Nellis NTTR SFRE 369,rkxf0054,,
siteId,Site ID,CodedValue,SiteId,rkxf0056 - Nellis NTTR SFRE 388,rkxf0056,,
siteId,Site ID,CodedValue,SiteId,rkxf0057 - Nellis NTTR SFRE 459,rkxf0057,,
siteId,Site ID,CodedValue,SiteId,rkxf0059 - Nellis NTTR SFRE 387,rkxf0059,,
siteId,Site ID,CodedValue,SiteId,rkxf0060 - Nellis NTTR SFRE 413,rkxf0060,,
siteId,Site ID,CodedValue,SiteId,rkmf0007 - Nellis Us Hwy Water Main,rkmf0007,,
siteId,Site ID,CodedValue,SiteId,rkmf0008 - Nellis Rr Spur Crossing,rkmf0008,,
siteId,Site ID,CodedValue,SiteId,rkmf0009 - Nellis Rr Power Line,rkmf0009,,
siteId,Site ID,CodedValue,SiteId,rkmf0005 - Nellis Safety Buffer,rkmf0005,,
siteId,Site ID,CodedValue,SiteId,rkxf0014 - Nellis NTTR N50838,rkxf0014,,
siteId,Site ID,CodedValue,SiteId,rkxf0050 - Nellis NTTR SFRE 432,rkxf0050,,
siteId,Site ID,CodedValue,SiteId,rkxf0025 - Nellis NTTR N42725,rkxf0025,,
siteId,Site ID,CodedValue,SiteId,rkxf0038 - Nellis NTTR SFRE 364,rkxf0038,,
siteId,Site ID,CodedValue,SiteId,rkxf0047 - Nellis NTTR Sfre550,rkxf0047,,
siteId,Site ID,CodedValue,SiteId,rkmf0022 - Nellis 14In Waterline,rkmf0022,,
siteId,Site ID,CodedValue,SiteId,rkxf0052 - Nellis NTTR SFRE 385,rkxf0052,,
siteId,Site ID,CodedValue,SiteId,rkxf0058 - Nellis NTTR SFRE 460,rkxf0058,,
siteId,Site ID,CodedValue,SiteId,rkmf0006 - Nellis Boulevard Water Main,rkmf0006,,
siteId,Site ID,CodedValue,SiteId,xlwu0005 - Tyndall Eod Robotics Rdte,xlwu0005,,
siteId,Site ID,CodedValue,SiteId,lktc0005 - Creech SFRE 1336,lktc0005,,
siteId,Site ID,CodedValue,SiteId,lktc0004 - Creech Us 95 Access East Gate,lktc0004,,
siteId,Site ID,CodedValue,SiteId,lktc0007 - Blm Creech Bypass Road,lktc0007,,
siteId,Site ID,CodedValue,SiteId,lktc0008 - Blm Creech Muns Access,lktc0008,,
siteId,Site ID,CodedValue,SiteId,lktc0006 - Indian Springs Us 95 Communication Lines,lktc0006,,
siteId,Site ID,CodedValue,SiteId,xhzg0002 - TulsaIap Site 2,xhzg0002,,
siteId,Site ID,CodedValue,SiteId,zhtv0004 - Wright Patterson Site 4,zhtv0004,,
siteId,Site ID,CodedValue,SiteId,baey0007 - Semisopochnoi Sensor Site,baey0007,,
siteId,Site ID,CodedValue,SiteId,baey0008 - Unalaska Sensor Site,baey0008,,
siteId,Site ID,CodedValue,SiteId,baey0009 - Attu Sensor Site,baey0009,,
siteId,Site ID,CodedValue,SiteId,baey0010 - Agattu Sensor Site,baey0010,,
siteId,Site ID,CodedValue,SiteId,baey0011 - Dutch Harbor Sensor Site,baey0011,,
siteId,Site ID,CodedValue,SiteId,baey0012 - Gambell Sensor Site,baey0012,,
siteId,Site ID,CodedValue,SiteId,baey0013 - St Paul Sensor Site,baey0013,,
siteId,Site ID,CodedValue,SiteId,baey0014 - Savoonga Sensor Site,baey0014,,
siteId,Site ID,CodedValue,SiteId,znre0004 - Haneda Air Mail Control Activity Office,znre0004,,
siteId,Site ID,CodedValue,SiteId,dpez0002 - Drop Zone Cheyenne Rap,dpez0002,,
siteId,Site ID,CodedValue,SiteId,guqe0003 - Aafes Switchpoint Site 3,guqe0003,,
siteId,Site ID,CodedValue,SiteId,ptfl0012 - Kc 10 Simulator Relocation,ptfl0012,,
siteId,Site ID,CodedValue,SiteId,dhaf0001 - Al Dhafra Air Base_dhaf0001,dhaf0001,,
siteId,Site ID,CodedValue,SiteId,alua0001 - Al Udeid Air Base_alua0001,alua0001,,
siteId,Site ID,CodedValue,SiteId,tkfh0004 - Georgetown Airport Mini Mute Site 1,tkfh0004,,
siteId,Site ID,CodedValue,SiteId,vdyd0004 - Scott AFB Afpc Gsa Oa IndianapolisIn,vdyd0004,,
siteId,Site ID,CodedValue,SiteId,weas0004 - Louisville Iap Standiford Fl Grade Ln,weas0004,,
siteId,Site ID,CodedValue,SiteId,xlwu0006 - Wendover Radio Relay,xlwu0006,,
siteId,Site ID,CodedValue,SiteId,baey0002 - Deep Violet Farm,baey0002,,
siteId,Site ID,CodedValue,SiteId,asvf0001 - Muwaffaq Salti Air Base_asvf0001,asvf0001,,
siteId,Site ID,CodedValue,SiteId,acvz0001 - Al Jaber Air Base,acvz0001,,
siteId,Site ID,CodedValue,SiteId,aewv0001 - Ali Al Salem Air Base_aewv0001,aewv0001,,
siteId,Site ID,CodedValue,SiteId,mbrb0001 - Al Mubarak Air Base,mbrb0001,,
siteId,Site ID,CodedValue,SiteId,baey0015 - Beale AFB Hidden Springs I,baey0015,,
siteId,Site ID,CodedValue,SiteId,04005 - Ft Huachuca Site 1,04005,,
siteId,Site ID,CodedValue,SiteId,baey0017 - Beale Yuba Highlands Ii,baey0017,,
siteId,Site ID,CodedValue,SiteId,baey0018 - Beale AFB Marysville Ranch,baey0018,,
siteId,Site ID,CodedValue,SiteId,baey0019 - Beale AFB Hidden Springs Ii,baey0019,,
siteId,Site ID,CodedValue,SiteId,baey0016 - Beale Yuba Highlands I,baey0016,,
siteId,Site ID,CodedValue,SiteId,fakz0003 - Montgomery Aviation Ang,fakz0003,,
siteId,Site ID,CodedValue,SiteId,jlqn0002 - General Wayne A Downing Drop Zone,jlqn0002,,
siteId,Site ID,CodedValue,SiteId,ftfa0008 - Eglin Air Force Base Site 8 Venice D6,ftfa0008,,
siteId,Site ID,CodedValue,SiteId,zhtv0005 - Wright Patterson Site 5,zhtv0005,,
siteId,Site ID,CodedValue,SiteId,xqpz0007 - Usafa Ingrants West,xqpz0007,,
siteId,Site ID,CodedValue,SiteId,xqpz0006 - Usafa Ingrants East,xqpz0006,,
siteId,Site ID,CodedValue,SiteId,wusx0002 - The Farish Memorial Recreation Annex Ingrant,wusx0002,,
siteId,Site ID,CodedValue,SiteId,xqpz0004 - Us Air Force Academy Railroad,xqpz0004,,
siteId,Site ID,CodedValue,SiteId,xqpz0008 - Usafa Ingrants South,xqpz0008,,
siteId,Site ID,CodedValue,SiteId,xqpz0005 - Usafa D38 Lewis Palmer High School,xqpz0005,,
siteId,Site ID,CodedValue,SiteId,twlr0003 - Quonset Gateway Office Lease,twlr0003,,
siteId,Site ID,CodedValue,SiteId,jtve0009 - JTVE North Range Tower 5,jtve0009,,
siteId,Site ID,CodedValue,SiteId,vdyd0005 - Scott AFB Gsa Ustc Ol 1,vdyd0005,,
siteId,Site ID,CodedValue,SiteId,vdyd0006 - Scott AFB Gsa Ustc Ol 2,vdyd0006,,
siteId,Site ID,CodedValue,SiteId,acnk0001 - Csl Agadez_acnk0001,acnk0001,,
siteId,Site ID,CodedValue,SiteId,cadj0001 - Csl Chabelley,cadj0001,,
siteId,Site ID,CodedValue,SiteId,mpls0015 - TechIi Bldg 999913,mpls0015,,
siteId,Site ID,CodedValue,SiteId,aggn0005 - Altus Municipal Authority,aggn0005,,
siteId,Site ID,CodedValue,SiteId,pnqs0003 - Lake Martin Recreational Area,pnqs0003,,
siteId,Site ID,CodedValue,SiteId,muhj0002 - Jble 300 Exploration Way,muhj0002,,
siteId,Site ID,CodedValue,SiteId,muhj0003 - Us Coast Guard Chincoteague,muhj0003,,
siteId,Site ID,CodedValue,SiteId,vlsb0002 - The Retreat At Sumter,vlsb0002,,
siteId,Site ID,CodedValue,SiteId,kjaq0010 - North Bend Remote Tower Site,kjaq0010,,
siteId,Site ID,CodedValue,SiteId,fakz0005 - Miltope Ang,fakz0005,,
siteId,Site ID,CodedValue,SiteId,fakz0004 - Craig Field Ang,fakz0004,,
siteId,Site ID,CodedValue,SiteId,baey0020 - Wales Sensor Site,baey0020,,
siteId,Site ID,CodedValue,SiteId,xlwu0007 - Bagotville Airport Canada,xlwu0007,,
siteId,Site ID,CodedValue,SiteId,xlwu0008 - Cold Lake Airport Canada,xlwu0008,,
siteId,Site ID,CodedValue,SiteId,xlwu0009 - Comox Airport Canada,xlwu0009,,
siteId,Site ID,CodedValue,SiteId,xlwu0010 - Goose Bay Airport Canada,xlwu0010,,
siteId,Site ID,CodedValue,SiteId,xlwu0011 - Greenwood Airport Canada,xlwu0011,,
siteId,Site ID,CodedValue,SiteId,xlwu0012 - Inuvik Airport Canada,xlwu0012,,
siteId,Site ID,CodedValue,SiteId,xlwu0013 - Iqaluit Airport Canada,xlwu0013,,
siteId,Site ID,CodedValue,SiteId,xlwu0014 - North Bay Airport Canada,xlwu0014,,
siteId,Site ID,CodedValue,SiteId,xlwu0015 - Trenton Airport Canada,xlwu0015,,
siteId,Site ID,CodedValue,SiteId,xlwu0016 - Winnipeg Airport Canada,xlwu0016,,
siteId,Site ID,CodedValue,SiteId,xlwu0017 - Yellowknife Airport Canada,xlwu0017,,
siteId,Site ID,CodedValue,SiteId,ashe0008 - Kecskemet Air Base,ashe0008,,
siteId,Site ID,CodedValue,SiteId,ashe0009 - Burgas Bulgaria,ashe0009,,
siteId,Site ID,CodedValue,SiteId,ashe0010 - Papa Air Base,ashe0010,,
siteId,Site ID,CodedValue,SiteId,ashe0011 - Bezmer Air Base,ashe0011,,
siteId,Site ID,CodedValue,SiteId,zhtv0006 - Wright Patterson Site 6,zhtv0006,,
siteId,Site ID,CodedValue,SiteId,krsm0004 - Hafb Raven Brook HavenI,krsm0004,,
siteId,Site ID,CodedValue,SiteId,jtve0010 - JTVE North Range Tower 1,jtve0010,,
siteId,Site ID,CodedValue,SiteId,jtve0011 - JTVE North Range Tower 8,jtve0011,,
siteId,Site ID,CodedValue,SiteId,glen0015 - 25 Space Range,glen0015,,
siteId,Site ID,CodedValue,SiteId,glen0016 - 17 Test Squadron,glen0016,,
siteId,Site ID,CodedValue,SiteId,glen0017 - Af Tencap Gsa Lease,glen0017,,
siteId,Site ID,CodedValue,SiteId,fxsb0003 - Elmendorf AFB Site 3,fxsb0003,,
siteId,Site ID,CodedValue,SiteId,xhea0002 - Morris Msa Site,xhea0002,,
siteId,Site ID,CodedValue,SiteId,xlwu0018 - Bluffs Repi Easement,xlwu0018,,
siteId,Site ID,CodedValue,SiteId,pneg0002 - Maui Space Surveillance Site 2,pneg0002,,
siteId,Site ID,CodedValue,SiteId,vlsb0003 - Marka Jordan Tdy Leased Housing,vlsb0003,,
siteId,Site ID,CodedValue,SiteId,zhtv0008 - Wright Patterson Site 8,zhtv0008,,
siteId,Site ID,CodedValue,SiteId,yaqf0003 - Volk Acts Tower Site Rwm,yaqf0003,,
siteId,Site ID,CodedValue,SiteId,vyhk0010 - Karup Air Base,vyhk0010,,
siteId,Site ID,CodedValue,SiteId,aggn0007 - Robert Mills Living Trust,aggn0007,,
siteId,Site ID,CodedValue,SiteId,zhtv0007 - WrightPattersonSite7,zhtv0007,,
siteId,Site ID,CodedValue,SiteId,aggn0008 - Lorin Janice Winters,aggn0008,,
siteId,Site ID,CodedValue,SiteId,vyhk0005 - Amari,vyhk0005,,
siteId,Site ID,CodedValue,SiteId,ashe0012 - Larissa Greece,ashe0012,,
siteId,Site ID,CodedValue,SiteId,pkvv0002 - Masirah Island,pkvv0002,,
siteId,Site ID,CodedValue,SiteId,aggn0006 - Paul Mock Trust,aggn0006,,
siteId,Site ID,CodedValue,SiteId,vnvp0004 - Sheppard AFB Westlake Texas,vnvp0004,,
siteId,Site ID,CodedValue,SiteId,jtve0012 - JTVE Mill Road,jtve0012,,
siteId,Site ID,CodedValue,SiteId,aggn0009 - Oklahoma Hwy 62 Crossing,aggn0009,,
siteId,Site ID,CodedValue,SiteId,gjkz0002 - Fairchild AFB Pfas Monitoring,gjkz0002,,
siteId,Site ID,CodedValue,SiteId,fxsb0005 - Elmendorf Site 5,fxsb0005,,
siteId,Site ID,CodedValue,SiteId,jcgu0007 - Goodfellow AFB City Of San Angelo,jcgu0007,,
siteId,Site ID,CodedValue,SiteId,jcgu0008 - Goodfellow AFB Mary Perez,jcgu0008,,
siteId,Site ID,CodedValue,SiteId,jcgu0009 - Goodfellow AFB Sis Bishop,jcgu0009,,
siteId,Site ID,CodedValue,SiteId,jcgu0010 - Goodfellow AFB Tom Green County,jcgu0010,,
siteId,Site ID,CodedValue,SiteId,aggn0010 - Doi Ozark Canal,aggn0010,,
siteId,Site ID,CodedValue,SiteId,vyhk0007 - Siauliai Air Base,vyhk0007,,
stateName,State or Territory Name,CodedValue,StateOrTerritory,AA,aa,,
stateName,State or Territory Name,CodedValue,StateOrTerritory,AE,ae,,
